trip_id,rider_id,distance_km,duration_min,fare_amount,ride_date,surge_flag,fare_z,distance_z,hour,day_of_week,month,payment_mode_Cash,payment_mode_Credit Card,payment_mode_UPI,payment_mode_Wallet,zone_Zone_1,zone_Zone_10,zone_Zone_2,zone_Zone_3,zone_Zone_4,zone_Zone_5,zone_Zone_6,zone_Zone_7,zone_Zone_8,zone_Zone_9,log_fare,log_distance,sqrt_duration,is_peak_hour,name,age,gender,city,signup_date,total_rides,cancelled_rides,avg_rating,gender_encoded,ride_frequency,ride_frequency_level,avg_ride_distance,avg_ride_fare,days_since_signup,zone_name,population_density,traffic_index,avg_speed_kmph,zone_type
T01067,R0029,9.33,82.67,138.15,9/9/2023,0,0.041515788,0.243287803,0,Saturday,September,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.935552488,2.335052283,9.092304438,0,Kavya Iyer,30,Male,Surat,7/24/2022,4,0,3.69,1,6,Medium,9.961666667,189.6283333,1509,Zone_9,11037,1.83,56.1,Mixed
T01068,R0116,4.43,30.69,67.17,5/27/2023,0,-0.788653766,-0.857887383,0,Saturday,May,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.222004585,1.691939134,5.539855594,0,Ishaan Kumar,34,Female,Bengaluru,2/8/2020,238,30,4.58,0,5,Low,10.122,158.832,2406,Zone_10,2440,1.54,35.4,Industrial
T01069,R0218,5.47,32.45,112.98,10/15/2023,1,-0.25286809,-0.624168568,0,Sunday,October,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.736022994,1.867176109,5.696490147,0,Arjun Reddy,34,Other,Delhi,1/11/2019,160,16,3.87,2,6,Medium,8.34,120.9116667,2799,Zone_6,14627,0.54,37.6,Mixed
T01070,R0029,4.47,32.59,36.56,1/1/2024,0,-1.146662924,-0.848898198,0,Monday,January,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.625939654,1.699278616,5.70876519,0,Kavya Iyer,30,Male,Surat,7/24/2022,4,0,3.69,1,6,Medium,9.961666667,189.6283333,1509,Zone_9,11037,1.83,56.1,Mixed
T01071,R0286,12.01,119.25,131.8,6/4/2024,0,-0.032752692,0.84556321,0,Tuesday,June,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.888844237,2.565718293,10.92016483,0,Ishaan Nair,26,Male,Pune,2/15/2023,29,0,4.48,1,6,Medium,7.043333333,104.5233333,1303,Zone_5,2590,1.31,43.9,Business
T01072,R0112,9.9,68.06,139.84,5/10/2024,0,0.061281729,0.371383692,0,Friday,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.947624494,2.388762789,8.249848483,0,Meera Nair,41,Female,Delhi,11/13/2020,311,11,3.24,0,10,Medium,8.953,115.027,2127,Zone_6,14627,0.54,37.6,Mixed
T01073,R0121,7.35,72.94,89.7,12/1/2023,0,-0.525146862,-0.201676864,0,Friday,December,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.507557357,2.122261539,8.540491789,0,Diya Iyer,29,Male,Pune,7/13/2023,378,10,4.17,1,11,High,7.996363636,133.1254545,1155,Zone_10,2440,1.54,35.4,Industrial
T01074,R0109,10.51,68.93,203.11,8/11/2023,0,0.801276483,0.508468766,0,Friday,August,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.318659064,2.443216223,8.302409289,0,Vivaan Kumar,35,Female,Delhi,11/19/2022,62,5,3.35,0,4,Low,10.81,172.5975,1391,Zone_10,2440,1.54,35.4,Industrial
T01075,R0240,11.72,88.22,143.06,5/16/2024,0,0.098942281,0.780391618,0,Thursday,May,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.970229879,2.543175558,9.392550239,0,Aarav Iyer,30,Male,Delhi,5/18/2020,174,2,4.07,1,8,Medium,11.515,152.68375,2306,Zone_7,11070,0.64,45.2,Industrial
T01076,R0257,3.75,22.05,70.87,11/10/2023,0,-0.745379219,-1.010703531,0,Friday,November,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.274858931,1.558144618,4.695742753,0,Arjun Reddy,36,Other,Delhi,3/11/2023,459,19,4.82,2,7,Medium,8.015714286,117.4614286,1279,Zone_1,4921,2.43,30.9,Residential
T01077,R0241,10.74,66.68,206.08,6/27/2024,0,0.836013079,0.56015658,0,Thursday,June,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5.333105192,2.463001814,8.165782265,0,Kavya Gupta,34,Female,Chennai,1/13/2020,165,3,3.28,0,4,Low,11.43,190.5375,2432,Zone_4,4038,2.46,48.2,Business
T01078,R0091,4.41,23.03,86.33,6/1/2023,0,-0.564561787,-0.862381976,0,Thursday,June,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.469694046,1.688249093,4.79895822,0,Meera Das,41,Other,Surat,4/16/2022,334,43,3.4,2,7,Medium,7.125714286,129.0871429,1608,Zone_6,14627,0.54,37.6,Mixed
T01079,R0030,12.19,101.66,231.15,5/18/2023,0,1.129227375,0.886014544,0,Thursday,May,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.447383714,2.579458967,10.08265838,0,Saanvi Patel,25,Other,Mumbai,1/8/2021,442,58,3.72,2,11,High,7.368181818,144.1136364,2071,Zone_5,2590,1.31,43.9,Business
T01080,R0194,11.7,95.21,108.88,11/19/2023,0,-0.300820967,0.775897025,0,Sunday,November,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4.699388861,2.541601993,9.757561171,0,Arjun Iyer,30,Other,Jaipur,2/10/2023,10,2,4.06,2,6,Medium,7.268333333,114.0916667,1308,Zone_2,6371,0.91,58.4,Residential
T01081,R0212,10.02,79.07,216.29,6/18/2024,1,0.955427437,0.398351247,0,Tuesday,June,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.381232867,2.399711804,8.892131353,0,Aadhya Iyer,36,Female,Ahmedabad,9/11/2023,73,12,3.22,0,7,Medium,8.368571429,161.2128571,1095,Zone_3,12971,2.11,38,Business
T01082,R0134,6.95,57.46,149.19,3/5/2024,1,0.170637679,-0.291568716,0,Tuesday,March,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.011901159,2.073171929,7.580237463,0,Aadhya Singh,34,Male,Jaipur,7/30/2022,410,29,4.59,1,7,Medium,7.974285714,154.9142857,1503,Zone_1,4921,2.43,30.9,Residential
T01083,R0136,5.37,49.34,69.98,1/11/2024,0,-0.755788502,-0.646641531,0,Thursday,January,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4.262398147,1.85159947,7.024243732,0,Diya Ghosh,34,Male,Hyderabad,1/19/2019,339,11,3.82,1,4,Low,6.715,85.6975,2791,Zone_7,11070,0.64,45.2,Industrial
T01084,R0177,6.68,45.42,145.41,6/15/2023,1,0.126427466,-0.352245716,0,Thursday,June,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.986410905,2.038619547,6.739436178,0,Ishaan Reddy,34,Other,Bengaluru,2/15/2023,489,63,4.48,2,12,High,9.645,155.5633333,1303,Zone_10,2440,1.54,35.4,Industrial
T01085,R0013,11.85,72.66,216.01,12/3/2023,0,0.952152607,0.80960647,0,Sunday,December,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.379943435,2.553343811,8.524083528,0,Ishaan Gupta,43,Female,Kolkata,4/1/2019,6,0,3.91,0,9,Medium,8.945555556,159.2044444,2719,Zone_2,6371,0.91,58.4,Residential
T01086,R0151,4.59,27.07,48.72,7/22/2023,0,-1.00444171,-0.821930642,0,Saturday,July,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3.906407267,1.720979287,5.202883816,0,Meera Reddy,34,Male,Hyderabad,2/25/2023,394,56,5,1,7,Medium,8.987142857,159.1428571,1293,Zone_1,4921,2.43,30.9,Residential
T01087,R0081,8.25,59.48,185.89,8/25/2023,1,0.599874402,0.000579802,0,Friday,August,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5.230520208,2.224623552,7.712327794,0,Diya Reddy,42,Other,Mumbai,1/31/2022,114,2,3.9,2,6,Medium,8.82,135.345,1683,Zone_10,2440,1.54,35.4,Industrial
T01088,R0193,0.74,5.51,7.1,3/18/2024,0,-1.491221885,-1.687139717,0,Monday,March,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.091864062,0.553885113,2.347338919,0,Kavya Singh,33,Female,Chennai,1/3/2022,389,68,4.41,0,7,Medium,8.012857143,143.6628571,1711,Zone_7,11070,0.64,45.2,Industrial
T01089,R0118,9.3,51.55,81.43,5/7/2024,0,-0.621871322,0.236545914,0,Tuesday,May,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.411949448,2.332143895,7.179832867,0,Reyansh Gupta,29,Male,Surat,9/26/2023,165,24,4.13,1,4,Low,9.555,133.1725,1080,Zone_7,11070,0.64,45.2,Industrial
T01090,R0130,2.82,21.83,38.66,3/20/2023,0,-1.122101694,-1.219702087,0,Monday,March,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.680343123,1.340250423,4.672258554,0,Diya Ghosh,27,Female,Pune,2/16/2019,316,62,3.62,0,8,Medium,6.3625,112.04125,2763,Zone_1,4921,2.43,30.9,Residential
T01091,R0189,1.41,8.43,12.9,1/12/2024,0,-1.423386108,-1.536570865,0,Friday,January,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.63188884,0.879626748,2.903446228,0,Reyansh Gupta,29,Female,Delhi,9/16/2019,238,42,3.28,0,8,Medium,9.00375,185.0875,2551,Zone_10,2440,1.54,35.4,Industrial
T01092,R0037,10.59,54.2,131.17,4/13/2024,0,-0.040121061,0.526447136,0,Saturday,April,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.884088973,2.450142657,7.362064928,0,Aadhya Iyer,32,Other,Ahmedabad,11/21/2020,489,6,3.36,2,8,Medium,9.76125,164.3325,2119,Zone_7,11070,0.64,45.2,Industrial
T01093,R0234,9.05,83.05,142.74,3/24/2024,0,0.095199618,0.180363506,0,Sunday,March,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.968006112,2.307572635,9.113177272,0,Saanvi Nair,32,Other,Pune,12/1/2022,183,31,3.98,2,9,Medium,7.051111111,126.5277778,1379,Zone_6,14627,0.54,37.6,Mixed
T01094,R0126,5.78,52.57,86.21,4/22/2023,0,-0.565965286,-0.554502383,0,Saturday,April,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.468319003,1.913977102,7.250517223,0,Diya Reddy,29,Female,Surat,9/25/2022,411,20,3.65,0,6,Medium,5.95,69.15333333,1446,Zone_4,4038,2.46,48.2,Business
T01095,R0188,6.49,49.78,71.11,11/3/2023,0,-0.742572221,-0.394944346,0,Friday,November,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.278192731,2.013568798,7.055494313,0,Vivaan Gupta,24,Male,Delhi,7/16/2020,436,64,3.15,1,4,Low,6.1125,116.61,2247,Zone_3,12971,2.11,38,Business
T01096,R0070,19.36,144.13,379.63,4/13/2024,0,3.614472915,2.497325989,0,Saturday,April,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5.941827775,3.013572192,12.00541544,0,Meera Reddy,33,Male,Bengaluru,1/3/2023,310,6,3.54,1,7,Medium,12.83,236.3842857,1346,Zone_8,4516,1.93,31,Business
T01097,R0021,7.03,55.96,171.02,7/2/2024,1,0.425957507,-0.273590346,0,Tuesday,July,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.147610749,2.083184528,7.480641684,0,Diya Ghosh,37,Female,Pune,5/8/2019,380,17,3.91,0,4,Low,8.68,169.61,2682,Zone_7,11070,0.64,45.2,Industrial
T01098,R0259,6.99,40.01,58.66,11/6/2023,0,-0.888185224,-0.282579531,0,Monday,November,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.088661779,2.07819076,6.32534584,0,Aadhya Das,32,Male,Jaipur,6/25/2019,150,27,3.52,1,8,Medium,9.9675,160.385,2634,Zone_6,14627,0.54,37.6,Mixed
T01099,R0198,11.26,76.08,145.06,1/26/2024,0,0.122333928,0.677015988,0,Friday,January,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.984017496,2.506341931,8.722384995,0,Vivaan Kumar,31,Other,Mumbai,12/10/2021,202,23,3.85,2,4,Low,9.7775,147.1275,1735,Zone_8,4516,1.93,31,Business
T01100,R0151,8.44,82,90.85,6/13/2023,0,-0.511696665,0.043278432,0,Tuesday,June,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.520156812,2.24495598,9.055385138,0,Meera Reddy,34,Male,Hyderabad,2/25/2023,394,56,5,1,7,Medium,8.987142857,159.1428571,1293,Zone_1,4921,2.43,30.9,Residential
T01101,R0228,12.94,127.54,316.93,6/15/2024,1,2.132495116,1.054561766,0,Saturday,June,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.761831233,2.634762405,11.29336088,0,Kavya Ghosh,21,Female,Pune,5/18/2020,10,0,4.84,0,4,Low,9.61,168.805,2306,Zone_2,6371,0.91,58.4,Residential
T01102,R0291,9.39,64.4,183.71,2/2/2024,0,0.574377507,0.25677158,0,Friday,February,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.218787028,2.340843805,8.024961059,0,Arjun Ghosh,23,Other,Pune,4/19/2021,499,94,3.46,2,6,Medium,7.741666667,132.5983333,1970,Zone_5,2590,1.31,43.9,Business
T01103,R0005,11.81,68.62,211.36,6/1/2023,0,0.897767027,0.800617284,0,Thursday,June,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.358282948,2.550226116,8.283718972,0,Diya Reddy,27,Male,Ahmedabad,5/31/2021,294,30,3.53,1,7,Medium,7.322857143,132.35,1928,Zone_9,11037,1.83,56.1,Mixed
T01104,R0013,10.22,98.6,233.8,8/18/2023,1,1.160221307,0.443297173,0,Friday,August,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.458734088,2.4176979,9.92975327,0,Ishaan Gupta,43,Female,Kolkata,4/1/2019,6,0,3.91,0,9,Medium,8.945555556,159.2044444,2719,Zone_9,11037,1.83,56.1,Mixed
T01105,R0170,11.23,105.21,165.37,1/14/2023,0,0.359876104,0.670274099,0,Saturday,January,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.114214224,2.50389195,10.2571926,0,Saanvi Kumar,29,Other,Bengaluru,5/20/2020,28,3,3.68,2,7,Medium,7.644285714,134.8157143,2304,Zone_8,4516,1.93,31,Business
T01106,R0196,7.79,49.26,194.33,12/4/2023,1,0.698587153,-0.102795827,0,Monday,December,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5.274690436,2.173614712,7.018546858,0,Vivaan Das,18,Male,Hyderabad,6/24/2019,51,9,4.93,1,12,High,7.995833333,135.2858333,2635,Zone_10,2440,1.54,35.4,Industrial
T01107,R0095,9.11,70.09,151.09,3/25/2023,0,0.192859744,0.193847284,0,Saturday,March,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.024472451,2.313525033,8.371977066,0,Kavya Iyer,29,Female,Chennai,10/7/2020,481,77,4.26,0,13,High,8.826923077,144.5853846,2164,Zone_10,2440,1.54,35.4,Industrial
T01108,R0182,6.64,57.07,62.99,11/6/2023,0,-0.837542308,-0.361234901,0,Monday,November,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.158726821,2.033397603,7.554468876,0,Meera Patel,43,Male,Jaipur,9/30/2020,8,0,4.4,1,5,Low,9.906,167.162,2171,Zone_10,2440,1.54,35.4,Industrial
T01109,R0064,11.02,95.62,248.7,9/26/2023,1,1.334489078,0.623080877,0,Tuesday,September,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.520260197,2.486571929,9.778547949,0,Ishaan Nair,21,Female,Bengaluru,9/30/2023,214,2,4.21,0,5,Low,11.312,218.438,1076,Zone_9,11037,1.83,56.1,Mixed
T01110,R0192,1.27,10.48,17.78,1/3/2023,0,-1.36631049,-1.568033013,0,Tuesday,January,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.932792474,0.819779831,3.237282811,0,Aadhya Nair,31,Male,Delhi,8/23/2021,449,31,3.89,1,3,Low,5.826666667,76.73333333,1844,Zone_8,4516,1.93,31,Business
T01111,R0006,11.63,116.2,183.38,3/3/2024,0,0.570517885,0.760165951,0,Sunday,March,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.216998845,2.536074936,10.77961038,0,Aarav Das,45,Female,Jaipur,6/30/2023,248,13,4.64,0,7,Medium,9.034285714,156.49,1168,Zone_2,6371,0.91,58.4,Residential
T01112,R0218,12.99,76.01,108.6,1/26/2024,0,-0.304095797,1.065798247,0,Friday,January,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.696837375,2.638342789,8.718371408,0,Arjun Reddy,34,Other,Delhi,1/11/2019,160,16,3.87,2,6,Medium,8.34,120.9116667,2799,Zone_5,2590,1.31,43.9,Business
T01113,R0294,11.71,68.92,242.46,7/21/2024,1,1.261507139,0.778144321,0,Sunday,July,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.494952658,2.542389085,8.301807032,0,Arjun Reddy,24,Male,Surat,4/2/2021,41,7,3.2,1,7,Medium,8.097142857,119.3428571,1987,Zone_7,11070,0.64,45.2,Industrial
T01114,R0002,7.48,65.33,152.09,8/3/2024,1,0.204555567,-0.172462012,0,Saturday,August,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.031025984,2.13771045,8.082697569,0,Ishaan Nair,39,Female,Mumbai,11/23/2019,70,5,4.12,0,7,Medium,10.81285714,167.9442857,2483,Zone_7,11070,0.64,45.2,Industrial
T01115,R0060,10.53,99.34,215.24,5/4/2023,1,0.943146823,0.512963358,0,Thursday,May,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.376388902,2.444952334,9.96694537,0,Aarav Nair,40,Female,Hyderabad,8/1/2023,123,7,4.57,0,6,Medium,7.876666667,122.0633333,1136,Zone_3,12971,2.11,38,Business
T01116,R0242,4.12,32.03,55.21,5/28/2024,0,-0.928535815,-0.927553568,0,Tuesday,May,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4.029094677,1.633154439,5.659505279,0,Kavya Iyer,34,Male,Ahmedabad,6/5/2022,445,8,4.54,1,7,Medium,3.752857143,46.88428571,1558,Zone_6,14627,0.54,37.6,Mixed
T01117,R0086,12.19,98.93,263.64,3/14/2024,1,1.509224681,0.886014544,0,Thursday,March,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.578370412,2.579458967,9.946356117,0,Vivaan Patel,23,Male,Hyderabad,11/8/2019,337,17,4.56,1,6,Medium,10.78,188.3033333,2498,Zone_5,2590,1.31,43.9,Business
T01118,R0108,2.5,16.36,30.74,9/2/2023,0,-1.214732617,-1.291615569,0,Saturday,September,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.457577715,1.252762968,4.044749683,0,Reyansh Gupta,18,Male,Pune,5/31/2019,184,32,4.88,1,7,Medium,6.228571429,124.9842857,2659,Zone_1,4921,2.43,30.9,Residential
T01119,R0280,10.97,56.48,178.73,2/14/2023,0,0.516132306,0.611844395,0,Tuesday,February,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.191455725,2.48240352,7.515317691,0,Saanvi Gupta,26,Other,Chennai,5/31/2023,172,23,4.43,2,6,Medium,8.461666667,122.55,1198,Zone_2,6371,0.91,58.4,Residential
T01120,R0172,10.66,56.81,244.47,5/13/2023,1,1.285015744,0.54217821,0,Saturday,May,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.50317474,2.456164181,7.537240874,0,Reyansh Reddy,31,Other,Pune,12/24/2019,168,14,3.72,2,11,High,7.713636364,135.3281818,2452,Zone_9,11037,1.83,56.1,Mixed
T01121,R0292,10.03,88.93,156.58,3/23/2024,0,0.257069815,0.400598543,0,Saturday,March,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.059933266,2.400618833,9.43027041,0,Diya Patel,37,Female,Jaipur,6/28/2020,141,19,4.39,0,9,Medium,8.817777778,126.4322222,2265,Zone_5,2590,1.31,43.9,Business
T01122,R0055,5.76,52.2,101.78,11/5/2023,0,-0.383861314,-0.558996976,0,Sunday,November,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4.632590782,1.91102289,7.224956747,0,Kavya Singh,32,Male,Delhi,11/7/2021,425,12,4.19,1,8,Medium,8.9625,138.695,1768,Zone_4,4038,2.46,48.2,Business
T01123,R0296,11.8,103.58,106.02,1/5/2024,0,-0.334271022,0.798369988,0,Friday,January,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.673015733,2.549445171,10.177426,0,Reyansh Patel,37,Other,Hyderabad,2/20/2021,390,58,3.97,2,7,Medium,11.35142857,186.6371429,2028,Zone_8,4516,1.93,31,Business
T01124,R0104,1.19,9.21,29.08,8/24/2023,1,-1.234147684,-1.586011384,0,Thursday,August,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.403860499,0.783901544,3.034798181,0,Diya Gupta,52,Male,Kolkata,5/27/2021,328,1,3.7,1,9,Medium,5.187777778,85.04333333,1932,Zone_5,2590,1.31,43.9,Business
T01125,R0072,11.89,107.51,104.44,5/23/2023,0,-0.352750423,0.818595655,0,Tuesday,May,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.658142071,2.556451817,10.36870291,0,Saanvi Das,25,Other,Jaipur,11/5/2023,62,10,4.07,2,5,Low,9.728,146.428,1040,Zone_8,4516,1.93,31,Business
T01126,R0079,8.96,61.07,138.99,1/6/2024,0,0.051340279,0.16013784,0,Saturday,January,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4.941570991,2.298577072,7.814729682,0,Ishaan Nair,25,Male,Bengaluru,9/23/2020,146,28,4.92,1,4,Low,9.115,153.1025,2178,Zone_2,6371,0.91,58.4,Residential
T01127,R0133,13.25,93.39,167.01,5/19/2024,0,0.379057254,1.124227951,0,Sunday,May,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.124023501,2.656756907,9.663850164,0,Diya Kumar,25,Female,Delhi,7/13/2019,155,11,4.4,0,9,Medium,7.21,90.80777778,2616,Zone_3,12971,2.11,38,Business
T01128,R0071,9,58.88,98.07,6/28/2023,0,-0.427252819,0.169127025,0,Wednesday,June,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4.595826671,2.302585093,7.673330437,0,Vivaan Nair,35,Male,Ahmedabad,1/9/2021,67,4,3.82,1,2,Low,7.225,114.895,2070,Zone_2,6371,0.91,58.4,Residential
T01129,R0146,17.19,127.78,178.73,1/5/2024,0,0.516132306,2.009662692,0,Friday,January,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.191455725,2.900871993,11.3039816,0,Kavya Gupta,30,Male,Surat,4/15/2020,80,11,3.89,1,7,Medium,9.634285714,134.0671429,2339,Zone_2,6371,0.91,58.4,Residential
T01130,R0262,3.29,17.71,79.68,4/23/2024,1,-0.642339014,-1.114079161,0,Tuesday,April,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.390490713,1.456286733,4.208325083,0,Meera Singh,30,Male,Ahmedabad,4/21/2019,6,0,3.35,1,9,Medium,6.624444444,107.4844444,2699,Zone_8,4516,1.93,31,Business
T01131,R0044,11.05,86.86,214.61,3/9/2024,0,0.935778454,0.629822766,0,Saturday,March,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.37347122,2.48906466,9.319871244,0,Arjun Gupta,36,Female,Hyderabad,8/1/2020,271,5,3.21,0,10,Medium,10.226,166.052,2231,Zone_7,11070,0.64,45.2,Industrial
T01132,R0225,3.57,34.45,71.15,6/24/2024,0,-0.742104388,-1.051154865,0,Monday,June,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4.278747285,1.519513205,5.869412236,0,Ishaan Sharma,39,Female,Delhi,6/15/2020,465,9,4.08,0,6,Medium,8.055,112.1533333,2278,Zone_1,4921,2.43,30.9,Residential
T01133,R0020,7.37,52.98,176.44,6/15/2023,1,0.48934887,-0.197182272,0,Thursday,June,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.178632524,2.124653885,7.278736154,0,Diya Das,35,Female,Chennai,9/17/2019,274,21,4.03,0,7,Medium,7.692857143,106.58,2550,Zone_5,2590,1.31,43.9,Business
T01134,R0104,11.71,87.2,262.76,4/12/2024,1,1.498932356,0.778144321,0,Friday,April,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5.575039599,2.542389085,9.338094024,0,Diya Gupta,52,Male,Kolkata,5/27/2021,328,1,3.7,1,9,Medium,5.187777778,85.04333333,1932,Zone_2,6371,0.91,58.4,Residential
T01135,R0246,11.13,92.96,251.81,8/15/2023,1,1.370863089,0.647801136,0,Tuesday,August,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.532638218,2.495681723,9.641576635,0,Vivaan Das,29,Other,Mumbai,3/31/2021,240,34,4.79,2,12,High,6.978333333,129.2125,1989,Zone_5,2590,1.31,43.9,Business
T01136,R0160,18.4,146.43,213.49,9/15/2023,0,0.922679132,2.281585544,0,Friday,September,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.368263117,2.965273066,12.10082642,0,Kavya Nair,30,Male,Surat,6/16/2021,438,7,4.42,1,3,Low,10.91,132.3133333,1912,Zone_10,2440,1.54,35.4,Industrial
T01137,R0209,6.24,35.59,52.27,7/17/2024,0,-0.962921536,-0.451126753,0,Wednesday,July,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.975373321,1.979621206,5.965735495,0,Vivaan Sharma,31,Other,Surat,6/11/2020,109,20,3.77,2,8,Medium,7.315,91.88625,2282,Zone_3,12971,2.11,38,Business
T01138,R0137,14.43,122.32,159.75,5/8/2023,0,0.294145576,1.389408914,0,Monday,May,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.079850363,2.736313666,11.05983725,0,Arjun Gupta,27,Male,Bengaluru,8/10/2021,166,32,3.14,1,7,Medium,11.76142857,214.1957143,1857,Zone_7,11070,0.64,45.2,Industrial
T01139,R0022,6.73,40.71,154.02,3/22/2023,1,0.227128507,-0.341009235,0,Wednesday,March,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.043554141,2.045108863,6.380438856,0,Aarav Nair,43,Female,Kolkata,9/14/2020,220,1,3.32,0,7,Medium,7.464285714,118.1742857,2187,Zone_7,11070,0.64,45.2,Industrial
T01140,R0164,4.5,44.65,99.91,6/15/2024,1,-0.405732504,-0.842156309,0,Saturday,June,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.61422903,1.704748092,6.682065549,0,Aadhya Ghosh,37,Other,Ahmedabad,7/6/2022,249,23,4.02,2,12,High,8.356666667,146.5408333,1527,Zone_4,4038,2.46,48.2,Business
T01141,R0030,0.11,0.64,3.27,8/5/2024,1,-1.56046116,-1.828719384,0,Monday,August,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.451613827,0.104360015,0.8,0,Saanvi Patel,25,Other,Mumbai,1/8/2021,442,58,3.72,2,11,High,7.368181818,144.1136364,2071,Zone_6,14627,0.54,37.6,Mixed
T01142,R0178,8.81,51.87,89.49,8/30/2023,0,-0.527602985,0.126428395,0,Wednesday,August,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.505239347,2.283402274,7.202083032,0,Saanvi Ghosh,27,Male,Delhi,5/15/2021,56,7,3.13,1,7,Medium,9.037142857,148.6485714,1944,Zone_1,4921,2.43,30.9,Residential
T01143,R0103,5.39,47.46,121.44,5/7/2023,1,-0.153921423,-0.642146939,0,Sunday,May,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.807621114,1.854734268,6.88912186,0,Ishaan Gupta,37,Other,Surat,11/24/2022,175,14,3.07,2,9,Medium,7.936666667,137.3822222,1386,Zone_5,2590,1.31,43.9,Business
T01144,R0105,12.24,61.4,157.65,7/1/2023,0,0.269584346,0.897251025,0,Saturday,July,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.066700518,2.583242551,7.83581521,0,Diya Das,31,Female,Jaipur,9/28/2020,346,9,3.69,0,12,High,7.933333333,108.4266667,2173,Zone_6,14627,0.54,37.6,Mixed
