name,age,city,salary
Hiral Kumar,24.0,Delhi,
Forum Kamdar,56.0,,
Ishani Bhattacharyya,,Delhi,51010.0
Maya Goel,22.0,Delhi,94734.0
Rajata Dada,34.0,,62924.0
Chameli Anne,56.0,Mumbai,
Farhan Pandey,60.0,Mumbai,
Chameli Pillay,69.0,Mumbai,
Wakeeta Bumb,33.0,Delhi,
Devika Kota,51.0,,56152.0
Sarthak Mani,38.0,Mumbai,21386.0
Kiaan Pillay,57.0,Mumbai,97120.0
Mitesh Vora,,,46062.0
Nirja Sanghvi,53.0,Mumbai,
Zarna Som,32.0,,
Vaishnavi Bal,,Mumbai,82827.0
Unnati Kamdar,39.0,,76157.0
Gagan Nagy,20.0,,
Chatura Krishnamurthy,20.0,,
Yasti Shah,,Delhi,
Tamanna Gulati,53.0,,65307.0
,69.0,,
Vasana Raj,41.0,Mumbai,88534.0
Pavani Sahota,38.0,Mumbai,24524.0
Aarini Behl,39.0,Mumbai,
,45.0,,68925.0
Jairaj Dhingra,,Mumbai,99908.0
George Raghavan,70.0,Delhi,40491.0
,39.0,Delhi,66955.0
Gautami Chand,70.0,,29538.0
Vasudha Virk,65.0,Mumbai,80512.0
Jasmit Merchant,36.0,,70702.0
Aadi Singhal,32.0,,49161.0
Tanish Jain,26.0,Mumbai,
Harsh Kalita,32.0,Delhi,96156.0
Hemangini Kala,63.0,Mumbai,98934.0
Upadhriti Edwin,19.0,,
Andrew Bhatti,40.0,,25239.0
Ranveer Chana,47.0,Delhi,
Faraj Sandhu,26.0,Delhi,
Watika Choudhry,60.0,Delhi,
Januja Atwal,41.0,,
Girindra Chand,34.0,Mumbai,
Neelima Barad,35.0,,35691.0
Dayita Iyengar,23.0,,
Ansh Atwal,46.0,Mumbai,
Lila Kade,54.0,,
Nisha Memon,23.0,Delhi,
Dhriti Sarma,20.0,Delhi,
Chatura Sane,51.0,,
Amrita Kant,50.0,,
Udarsh Tata,,Mumbai,
Mitali Ramakrishnan,45.0,Mumbai,46471.0
Pavani Ray,59.0,Delhi,
Naveen Shetty,54.0,Mumbai,23794.0
Vyanjana Bhatnagar,26.0,Delhi,
Agastya Prabhakar,31.0,Delhi,
Vaishnavi Sharma,32.0,Delhi,
Manan Bobal,45.0,,
Faris Dara,23.0,,65857.0
Anita Ahuja,30.0,Delhi,
Maanas Saxena,47.0,Delhi,36058.0
Upasna Lala,43.0,Mumbai,
Chaman Hegde,39.0,Mumbai,
Jatin Prabhu,62.0,Mumbai,
Zansi Agarwal,39.0,Delhi,
Alexander Mishra,53.0,Delhi,
Upadhriti Jhaveri,28.0,,35392.0
Utkarsh Hora,36.0,,87297.0
Yahvi Saran,38.0,,50279.0
Yashasvi Natarajan,55.0,Mumbai,22790.0
,57.0,Delhi,
Charvi Dixit,67.0,,32228.0
Mitali Thaman,55.0,Mumbai,
Sathvik Om,64.0,Mumbai,
Zaid Patil,49.0,Delhi,77455.0
Ojas Sant,57.0,,
Samuel Jhaveri,27.0,Delhi,34396.0
,34.0,Delhi,
,28.0,Delhi,
Chandani Aurora,70.0,Mumbai,53962.0
Dominic Patla,21.0,Mumbai,
Ekaja Bail,42.0,Mumbai,90643.0
,62.0,Delhi,
Warda Sachdev,27.0,Mumbai,63617.0
Eta Mammen,23.0,Mumbai,82813.0
Odika Shankar,31.0,,75232.0
Darika Boase,28.0,,42234.0
Vedhika Saxena,,,84977.0
Abha Narain,58.0,Mumbai,
Advik Krishnamurthy,,,
Aahana Bhatt,28.0,Delhi,
,40.0,Mumbai,
Nitara Ranganathan,54.0,Delhi,47736.0
Vamakshi Ravel,49.0,Delhi,
Qasim Rajan,50.0,Delhi,
Prisha Chatterjee,70.0,Delhi,78638.0
Triveni Patil,41.0,,47567.0
Zaitra Chahal,,Mumbai,22507.0
,57.0,Mumbai,
Manthan Doctor,36.0,,
Ladli Manne,41.0,Delhi,
Nakul Saxena,39.0,Mumbai,
Radha Arora,25.0,Delhi,
Radhika Kothari,60.0,Delhi,
Hemal Soni,61.0,Mumbai,
Waida Ghose,50.0,Delhi,
Hritik Sachar,25.0,,96482.0
Shravya Doshi,22.0,,87920.0
Naksh Lad,47.0,Mumbai,
,62.0,,43011.0
Widisha Kumer,19.0,,98732.0
Watika Thakur,63.0,Mumbai,
Hamsini Sant,,Mumbai,99074.0
Vrinda Apte,20.0,,
Frado More,24.0,,
Wakeeta Radhakrishnan,55.0,,53114.0
Jyoti Chakrabarti,,Mumbai,
Hitesh Dhingra,70.0,,40876.0
Megha Shanker,51.0,Mumbai,39739.0
Nandini Bhattacharyya,59.0,,
David Reddy,24.0,Mumbai,
Vasatika Krishnan,67.0,,81117.0
Widisha Zacharia,66.0,Delhi,
Avi Oak,24.0,Delhi,
Daksha Sabharwal,55.0,Mumbai,20367.0
Lakshit Lad,36.0,Delhi,20848.0
Oscar Sant,26.0,,92347.0
Bhavna Oak,21.0,Delhi,40644.0
Tristan Saraf,25.0,,71229.0
Gavin Rege,38.0,,46557.0
Samarth Dua,46.0,Mumbai,
Waida Choudhury,,Mumbai,68609.0
Raghav Sharma,28.0,,
Warinder Vyas,47.0,,
Mahika Bedi,53.0,Mumbai,
Triya Lad,34.0,,
Teerth Deol,56.0,,
Frederick Bhasin,61.0,Mumbai,
Avni Korpal,38.0,,55661.0
Janani Kota,,,22815.0
Hiral Sawhney,60.0,Delhi,
Shravya Sani,28.0,Delhi,46973.0
Alexander Luthra,,Delhi,
Baghyawati Som,69.0,Mumbai,
Upkaar Sampath,22.0,Delhi,62038.0
Tanish Jaggi,59.0,,41787.0
Leela Deep,27.0,,
Xavier Badami,37.0,,25677.0
Amrita Chadha,36.0,Delhi,56249.0
Owen Natt,43.0,,96850.0
Raagini Rastogi,67.0,Mumbai,24547.0
Gaurang Mani,68.0,,
Yutika Raval,36.0,,
Ranbir Sem,39.0,,20640.0
Urishilla Saini,,Mumbai,
Advika Palan,39.0,,78639.0
,49.0,,87025.0
Sai Loyal,69.0,,
Kai Rama,42.0,,
George Bir,52.0,Mumbai,41634.0
Sai Bhagat,54.0,Delhi,20880.0
Janaki Choudhury,22.0,Mumbai,
,69.0,Delhi,
Leela Pall,19.0,Mumbai,
Upkaar Keer,57.0,Delhi,43410.0
Isha Seth,22.0,Mumbai,
Oeshi Goda,59.0,,28329.0
,41.0,Mumbai,
Samaksh Kala,25.0,Mumbai,97020.0
Ayush Ramachandran,54.0,Delhi,
Jackson Bora,45.0,,
Ubika Mane,57.0,,
Saksham Char,24.0,,33486.0
Avi Vasa,56.0,Mumbai,
Teerth Goel,,Delhi,66011.0
Tanvi Kaur,31.0,,71258.0
,31.0,Mumbai,87302.0
Indali Savant,53.0,,79158.0
Yashodhara Chad,,Delhi,29292.0
Pranit Walia,46.0,Delhi,71649.0
,29.0,,
Aachal Baria,67.0,Delhi,
Imaran Gokhale,21.0,Delhi,
Tanvi Bhat,59.0,Delhi,
Urvi Srivastava,19.0,Delhi,47484.0
Xalak Ahuja,23.0,Delhi,
Champak Kadakia,59.0,,40479.0
Kavya Wali,22.0,Delhi,49720.0
Inaya Nagi,,Mumbai,
,53.0,Mumbai,
Isha Nagi,33.0,Mumbai,27573.0
Yagnesh Tank,,Delhi,52190.0
Widisha Narayanan,50.0,,
Benjamin Chowdhury,21.0,Delhi,58528.0
Triya Mannan,25.0,Delhi,45690.0
Leena Sarin,45.0,Mumbai,78535.0
Sachi Nagy,,Delhi,60899.0
Anay Dugar,,,84658.0
Aadi Chokshi,,Mumbai,86369.0
Jason Dayal,31.0,Mumbai,
,28.0,,
Ekanta Sabharwal,56.0,Delhi,
Aachal Ramanathan,45.0,Mumbai,55158.0
Krish Mohanty,59.0,,
Rayaan Edwin,32.0,Mumbai,23328.0
,60.0,Delhi,
Dakshesh Mangat,65.0,Mumbai,
Adweta Kapadia,44.0,Delhi,24248.0
Arjun Chatterjee,24.0,,89392.0
Hemang Deol,60.0,,86721.0
Ayush Panchal,36.0,,
Yashasvi Kunda,42.0,Mumbai,64845.0
Rushil Garde,22.0,Delhi,
Nandini Bumb,24.0,Delhi,48050.0
Gayathri Dua,24.0,Delhi,30576.0
Rohan Sura,29.0,,
Vaishnavi Seshadri,23.0,Delhi,
Victor Krishnamurthy,37.0,Delhi,34801.0
Imaran Arya,54.0,Mumbai,62367.0
Abhiram Edwin,56.0,,
Kalpit Master,28.0,Delhi,
,56.0,Delhi,32758.0
Vamakshi Wagle,45.0,,
Dhruv Palla,63.0,,47558.0
Nachiket Sangha,45.0,Mumbai,97807.0
David Dash,41.0,Delhi,34403.0
,,,
Advik Dar,48.0,Mumbai,62959.0
Yashasvi Edwin,32.0,Delhi,
Ubika Gandhi,54.0,,
Charan Sinha,41.0,,
Rajeshri Dara,65.0,Delhi,
,19.0,Mumbai,
,44.0,Mumbai,83832.0
Abeer Solanki,23.0,,
Simon Bandi,52.0,,
Manan Tank,64.0,Mumbai,
Pratyush Din,,,77450.0
Ikbal Rama,23.0,,49890.0
Umang Varma,61.0,Delhi,85513.0
Kiaan Mukherjee,48.0,Mumbai,
,35.0,,56300.0
David Bava,31.0,Mumbai,63192.0
Zansi Gour,,Delhi,44670.0
Lohit Palla,21.0,Mumbai,51639.0
Jonathan Patil,56.0,Mumbai,66854.0
Urishilla Bains,51.0,,
Vasatika Borah,61.0,Mumbai,94877.0
Ishaan Sur,47.0,Delhi,
Gautam Chauhan,42.0,Delhi,22680.0
Turvi Toor,63.0,Mumbai,33392.0
Qarin Chander,42.0,Delhi,
Vincent Loyal,48.0,Mumbai,
Ayaan Parikh,33.0,Delhi,26218.0
Karan Tella,40.0,,99948.0
Warjas Chander,19.0,Delhi,
Upasna Naidu,19.0,Mumbai,
Chavvi Mahal,67.0,,
Niharika Sami,62.0,,
Nathaniel Jain,48.0,,51570.0
Januja Bhandari,68.0,Delhi,30644.0
Balhaar Agarwal,50.0,,25282.0
Amrita Batra,64.0,Mumbai,89705.0
,22.0,Delhi,
Varenya Grover,,,30557.0
Hritik Golla,38.0,,20418.0
Aarav Rastogi,25.0,Delhi,
Ayaan Bala,63.0,,
Yutika Bhatti,19.0,Mumbai,
Elijah Taneja,56.0,Delhi,61416.0
Upadhriti Nagar,48.0,Mumbai,66037.0
Jonathan Lad,18.0,,
Utkarsh Radhakrishnan,,,
Suhani Solanki,,Delhi,
Barkha Sathe,22.0,,
Kevin Mall,20.0,,
Vrishti Singh,29.0,Mumbai,
Falak Rastogi,57.0,,
,40.0,Delhi,58344.0
Jackson Verma,34.0,Delhi,
Samuel Vohra,51.0,Delhi,
Alexander Halder,44.0,,21725.0
Xavier Dara,35.0,Mumbai,89815.0
Atharv Khalsa,67.0,Mumbai,
Ekansh Toor,22.0,Delhi,81878.0
Balveer Sabharwal,40.0,Delhi,96211.0
,52.0,Delhi,
Bahadurjit Mand,37.0,,
Anthony Rattan,53.0,,34376.0
Jeet Char,65.0,Mumbai,30582.0
Bishakha Agarwal,,Mumbai,34945.0
Dalbir Randhawa,29.0,Delhi,61951.0
Joshua Sekhon,29.0,,70367.0
,61.0,Delhi,
Saumya Chopra,66.0,,
Zinal Pathak,,Delhi,
Qushi Tak,25.0,Mumbai,89818.0
Aashi Sabharwal,34.0,Mumbai,96308.0
Radha Brahmbhatt,52.0,Mumbai,27454.0
Wridesh Borde,50.0,,46370.0
Isha Lanka,,,
Benjamin Dalal,58.0,,
Priya Dalal,37.0,Mumbai,
Ranbir Raghavan,70.0,Mumbai,
Wridesh Sandal,24.0,Mumbai,38350.0
Damyanti Rajagopal,52.0,Delhi,88375.0
Lavanya Batra,26.0,,60312.0
Atharv Rao,70.0,Delhi,74546.0
,25.0,Mumbai,
Xalak Oommen,32.0,Delhi,
,39.0,,74489.0
Janani Verma,27.0,Mumbai,
Tanveer Morar,24.0,Mumbai,52075.0
Abhiram Dewan,44.0,,97383.0
Yash Prashad,21.0,,
Hardik Chaudhari,65.0,Delhi,
Vivaan Palan,18.0,Delhi,92345.0
,,Mumbai,76050.0
Waida Deshpande,20.0,,88478.0
,33.0,Mumbai,26688.0
Finn Kapur,41.0,,
Samesh Korpal,68.0,Delhi,
Bahadurjit Tailor,54.0,Delhi,
Hitesh Deol,26.0,Mumbai,
Sanaya Minhas,69.0,Mumbai,36676.0
Gunbir Ranganathan,23.0,,91527.0
Luke Walia,26.0,Mumbai,36696.0
Devansh Krishna,45.0,,24893.0
Megha Rai,50.0,,
Ria Magar,46.0,,72869.0
Aradhana Lall,66.0,Mumbai,
Vritti Tandon,37.0,Mumbai,
Reva Dubey,,Mumbai,83359.0
Jalsa Patla,61.0,Mumbai,
Nitara Kashyap,35.0,,88372.0
Dhriti Srinivasan,25.0,Mumbai,
Chaitanya Gandhi,66.0,Delhi,
Orinder Iyer,48.0,,
Mahika Banerjee,,,
,31.0,Mumbai,38022.0
Jeremiah Sidhu,54.0,Delhi,31213.0
Fitan Tata,43.0,Delhi,85423.0
Raksha Baria,56.0,Mumbai,35060.0
Darsh Dash,29.0,,
Gautam Din,40.0,Delhi,
Onveer Vohra,33.0,Mumbai,67361.0
Watika De,,,
Advika Saha,31.0,,
Bhavini Rao,34.0,,28434.0
,34.0,,
Ishani Viswanathan,68.0,Mumbai,69554.0
Naveen Deshmukh,28.0,Delhi,
Laban Shetty,46.0,,
Yahvi Sathe,19.0,Delhi,
Ayush Gopal,53.0,Delhi,85197.0
Veer Dubey,27.0,Delhi,94240.0
Isaiah Sharaf,,Mumbai,
Varsha Chanda,,Mumbai,50927.0
Yamini Bhavsar,45.0,,63355.0
Vasudha Kant,,Mumbai,23890.0
,66.0,Delhi,21041.0
Samaksh Sinha,45.0,Mumbai,74452.0
Orinder Gara,53.0,Delhi,
Hardik Dada,53.0,,42329.0
Aadi Lal,43.0,,
Raghav Bhalla,21.0,,34994.0
Karan Chopra,37.0,Mumbai,61804.0
Orinder Radhakrishnan,,Delhi,26939.0
Jeet Pal,22.0,Delhi,80957.0
Nirja Tripathi,42.0,Mumbai,
,70.0,Mumbai,
George Joshi,34.0,Delhi,
Bhavika Murty,66.0,Mumbai,28460.0
Rayaan Hans,41.0,Mumbai,
Zilmil Mann,62.0,Mumbai,
Varenya Iyengar,38.0,,
Wriddhish Nagarajan,49.0,Delhi,41724.0
Anirudh Chopra,,Delhi,
Siya Datta,24.0,,78674.0
Vamakshi Dugal,70.0,,62743.0
Lakshit Dass,63.0,,
,57.0,,
Tanay Sane,,,51683.0
Jyoti Buch,52.0,,82354.0
Ranbir Patel,68.0,Mumbai,
,58.0,,
Niharika Mishra,61.0,Delhi,84034.0
Kalpit Hari,,Delhi,72745.0
Faraj Gaba,66.0,Delhi,63957.0
Falguni Sama,43.0,Delhi,
Neel Deshmukh,54.0,Mumbai,96191.0
Bhavna Biswas,64.0,Delhi,28661.0
Mahika Pathak,20.0,Mumbai,70160.0
Noah Dara,26.0,Mumbai,73079.0
Dakshesh Rai,69.0,Mumbai,26441.0
Balendra Swaminathan,44.0,Delhi,96421.0
Chakrika Sarkar,,Mumbai,
Samar Kuruvilla,44.0,Delhi,50994.0
Siddharth Kala,23.0,Mumbai,36425.0
Ekantika Bhavsar,43.0,Delhi,91436.0
Libni Lad,,Mumbai,
Utkarsh Sheth,23.0,Mumbai,
,34.0,Delhi,
Eshana Patil,68.0,,38499.0
Abhimanyu Swamy,48.0,Mumbai,
Rayaan Comar,38.0,Delhi,
Varenya Vyas,18.0,Mumbai,
Owen Saini,28.0,Mumbai,
Triya Krishnamurthy,67.0,,34361.0
Rushil Ratta,61.0,Mumbai,79941.0
,40.0,Delhi,62698.0
,48.0,Mumbai,66069.0
,66.0,Delhi,
Ekta Korpal,46.0,,
Warhi Sekhon,26.0,Delhi,
,41.0,Delhi,58884.0
Nidhi Char,67.0,Mumbai,30237.0
,57.0,Delhi,
Qadim Rout,36.0,Mumbai,
Dhruv Sekhon,62.0,Delhi,25615.0
Peter Raval,43.0,,
Anthony Kaur,23.0,Delhi,
Isaiah Bahri,,Delhi,
Rachita Rao,28.0,,
Ira Balan,66.0,Mumbai,46763.0
,44.0,,
Chandran Cheema,45.0,Mumbai,
Hemani Nayak,45.0,Delhi,59159.0
,,Delhi,
Maanav Kaur,40.0,Mumbai,
Sanya Bajwa,47.0,Mumbai,47081.0
Yoshita Kannan,52.0,,
Aarav Arya,,Delhi,
Widisha Dutta,68.0,Delhi,65815.0
Fitan Nagi,44.0,Mumbai,20388.0
Yashawini Dutta,41.0,,
Jagvi Gara,24.0,Mumbai,
Wridesh Kumer,50.0,Mumbai,31094.0
Kabir Nigam,52.0,Delhi,
Keya Basak,51.0,Mumbai,85708.0
Mahika Keer,34.0,Delhi,35363.0
Aishani Shah,28.0,Mumbai,26787.0
Jairaj Atwal,,Mumbai,
Tripti Mannan,27.0,Mumbai,30443.0
Samesh Ben,70.0,Mumbai,45355.0
Azaan Sachar,,Delhi,27807.0
Azad Morar,66.0,,
Nimrat Raj,67.0,,25465.0
Kai Virk,63.0,Mumbai,96028.0
Nakul Manda,70.0,Mumbai,
Manthan Rattan,48.0,Delhi,
Kiaan Wadhwa,,Delhi,
Anamika Khanna,49.0,Delhi,64662.0
Krishna Mody,18.0,Delhi,
George Mani,21.0,,95009.0
Zarna Bajaj,58.0,Mumbai,60595.0
Isha Mannan,53.0,Mumbai,
Megha Bahri,60.0,Mumbai,
Balhaar Doshi,25.0,Mumbai,
Aadi Raman,21.0,,22624.0
Falguni Ganesan,32.0,,32157.0
Advaith Pandit,19.0,Mumbai,
Sarthak Barad,45.0,Mumbai,
Wriddhish Mistry,70.0,Delhi,79861.0
Azad Merchant,22.0,Delhi,23127.0
Anirudh Hayre,33.0,Mumbai,
,55.0,,
Vedhika Anand,,Mumbai,20415.0
Janaki Sandhu,18.0,,47844.0
Watika Pandey,35.0,Delhi,
Karan Palla,28.0,Delhi,
Fitan Nagi,42.0,,25205.0
Michael Kumar,,,58218.0
Upma Sibal,24.0,,77633.0
Bachittar Arora,,Mumbai,83861.0
Balveer Ganesh,48.0,Delhi,53582.0
Lakshmi Mangat,20.0,,81813.0
Lohit Kannan,,Mumbai,20515.0
Gabriel Gola,18.0,,77106.0
Qasim Kuruvilla,25.0,Delhi,63444.0
Naksh Cheema,60.0,Mumbai,63866.0
,22.0,,93324.0
Kevin Cheema,56.0,,88387.0
Nitara Vora,41.0,,63100.0
Ryan Gill,43.0,Mumbai,43663.0
Shivansh Loyal,49.0,Mumbai,27687.0
Madhav Hayre,65.0,,37723.0
Samarth Kara,21.0,Mumbai,46963.0
Upadhriti Prakash,67.0,Delhi,
Tara Uppal,70.0,Delhi,
Sudiksha Tata,19.0,Delhi,73767.0
Jagat Sheth,18.0,Mumbai,26225.0
Idika Ganguly,22.0,,86702.0
Tanay Mander,54.0,Mumbai,60001.0
Madhav Singhal,66.0,Delhi,
Siya Thakur,27.0,Mumbai,85676.0
Lila Talwar,54.0,Delhi,
Maanav Karan,38.0,Delhi,
Bahadurjit Bali,28.0,Mumbai,
Ira Kala,20.0,Mumbai,
Tanveer Dhar,35.0,Delhi,
Teerth Wali,30.0,Delhi,
Warjas Bahl,32.0,,
Ekansh Randhawa,,Mumbai,89404.0
Xalak Thaker,49.0,,
Ranbir Kamdar,36.0,Delhi,
Umang Saran,21.0,Mumbai,83335.0
Tamanna Kapadia,59.0,Delhi,62292.0
Idika Sant,29.0,Mumbai,86495.0
Chatura Banerjee,31.0,Delhi,20167.0
Rachit Lalla,26.0,Delhi,
Fiyaz Nath,25.0,,90134.0
Yug Balan,,,28733.0
Dhruv Bala,21.0,Delhi,
,30.0,,29717.0
Anusha Hayer,32.0,Mumbai,24094.0
Dayita Seth,38.0,Mumbai,
Ranbir Chanda,47.0,,
Sanaya Dalal,64.0,Delhi,57937.0
Harrison Rana,24.0,Delhi,49562.0
Chaman Purohit,25.0,Delhi,
Vrinda Chawla,66.0,Mumbai,
Aarini Golla,23.0,Delhi,61961.0
Raksha Bala,35.0,Delhi,99499.0
Garima Kapur,48.0,Delhi,
Meera Parekh,53.0,Delhi,
Vasana Kohli,,,29294.0
Bishakha Bhat,36.0,,
Jackson Sachar,48.0,Mumbai,48329.0
Radhika Boase,60.0,Mumbai,69794.0
Adweta Bahri,44.0,Mumbai,
,51.0,Mumbai,
,39.0,Mumbai,76549.0
Dhriti Mander,33.0,Mumbai,71378.0
Charles Narula,19.0,Delhi,
Benjamin Das,54.0,,
Advaith Bava,41.0,Delhi,85252.0
,34.0,Mumbai,
Jai Krishna,,Mumbai,49897.0
Zaid Brahmbhatt,69.0,Mumbai,60179.0
,55.0,,
Yuvraj Agrawal,,Delhi,86446.0
Anika Wali,42.0,,
Guneet Verma,50.0,,
Gavin Patla,64.0,Mumbai,68203.0
Atharv Sant,,Mumbai,
Caleb Sule,62.0,Mumbai,
Krishna Luthra,57.0,,93404.0
Nandini Bal,55.0,Delhi,94371.0
Amara Chaudhary,23.0,Mumbai,20887.0
Mahika Nigam,53.0,,77831.0
Ubika Balasubramanian,65.0,Mumbai,
Vrinda Sharma,29.0,Delhi,46378.0
Alexander Lal,18.0,Delhi,
Abhiram Kumer,28.0,Delhi,70588.0
Anthony Chanda,,,37042.0
Varsha Prasad,,Delhi,81596.0
Ikshita Pingle,52.0,Mumbai,
Chaman Chhabra,25.0,Mumbai,
Ekaraj Zachariah,59.0,,
Pranit Sachar,23.0,Delhi,
Lakshit Narang,55.0,Delhi,98721.0
Zarna Raval,38.0,Mumbai,39437.0
Ryan Dewan,47.0,Mumbai,
Baghyawati Bawa,43.0,Delhi,
Ekbal Sarin,41.0,,
Rohan Srinivasan,23.0,,
Urvi Natarajan,26.0,,37001.0
Parth Gill,31.0,Delhi,
Ayushman Majumdar,47.0,Delhi,58829.0
,70.0,Delhi,34876.0
Chasmum Chakrabarti,32.0,,23217.0
Vedant Mital,41.0,Delhi,
Siddharth Gera,37.0,Delhi,
Atharv Salvi,30.0,Delhi,
Yasti Varughese,45.0,Delhi,22863.0
,,Mumbai,
,33.0,,46118.0
Balendra Sachdev,49.0,Mumbai,38766.0
Frederick Bedi,46.0,,23457.0
Ayush Venkatesh,,,
Qasim Lalla,29.0,Delhi,44650.0
Anvi Mistry,49.0,Mumbai,79992.0
Adweta Narang,39.0,Delhi,
Qasim Grewal,37.0,Mumbai,28984.0
Ishaan Kala,65.0,,
Max Gokhale,43.0,,27320.0
Ishaan Hora,36.0,Mumbai,
Xavier Butala,18.0,,54819.0
Teerth Bath,41.0,Mumbai,
Aarav Kohli,53.0,,96286.0
Advika Sandal,39.0,,56759.0
Sudiksha Kant,53.0,Delhi,99302.0
Gavin Sankaran,,Mumbai,44857.0
Ansh Krish,58.0,Mumbai,
Anvi Choudhury,,Mumbai,
Sai Goyal,51.0,,58795.0
Suhani Deshmukh,34.0,,
Ranveer Dash,69.0,Delhi,85394.0
Vivaan Karpe,22.0,,
Oviya Ramanathan,18.0,Delhi,27081.0
Hardik Sarma,58.0,,
,65.0,,48220.0
Vivaan Amble,18.0,,
Ojasvi Devi,66.0,Delhi,34859.0
Siya Zachariah,19.0,,94559.0
Prisha Nagi,68.0,Delhi,73785.0
Yashica Uppal,49.0,Mumbai,80663.0
Yashica Natarajan,43.0,Delhi,24487.0
Ikbal Borah,49.0,Mumbai,
Charvi Sathe,56.0,,
Siya Bava,64.0,Mumbai,
,62.0,Delhi,
Anya Bains,45.0,Mumbai,74157.0
,59.0,,72766.0
,46.0,Mumbai,
Isha Iyengar,44.0,Delhi,53920.0
Hiral Yogi,61.0,Mumbai,
Hritik Raja,36.0,,69447.0
Michael Dada,62.0,Delhi,
Aadi Kuruvilla,37.0,Delhi,
Avni Pandit,61.0,Delhi,81560.0
Anvi Kamdar,18.0,,81330.0
Zarna Sahota,,,46048.0
Keya Rajan,56.0,Mumbai,
Radhika Varkey,38.0,Delhi,
,51.0,Delhi,
Rajeshri Kale,26.0,Delhi,
Ansh Gole,67.0,,
Krish Sur,54.0,Delhi,
Bimala Soman,23.0,Mumbai,
Anamika Srinivasan,60.0,,30458.0
Dakshesh Chawla,22.0,Delhi,
,45.0,Mumbai,
Chakrika Mannan,68.0,Mumbai,
,49.0,Delhi,82784.0
Ekanta Tiwari,26.0,,73063.0
Vasudha Sridhar,34.0,,
Nidra Bains,25.0,,
Aadhya Bhandari,45.0,,
,,Delhi,
Amara Dua,55.0,,
Riya Comar,,Delhi,
Vihaan Barman,20.0,,78997.0
Aryan Deol,34.0,,
Hemani Varma,51.0,,
Rajata Wadhwa,35.0,,51274.0
,42.0,,77892.0
Sachi Saxena,,Delhi,59878.0
Matthew Mand,59.0,,
Isaiah Rama,68.0,Mumbai,67511.0
Lavanya Patel,45.0,,48879.0
Nachiket Mohan,20.0,Mumbai,91003.0
Pratyush Pandya,30.0,Mumbai,
Naveen Sandal,20.0,Mumbai,
Kai Baria,,Mumbai,84294.0
,65.0,Delhi,59851.0
Sai Vig,68.0,Mumbai,
,43.0,Delhi,82106.0
,53.0,Mumbai,33235.0
Wridesh Kibe,,Mumbai,
Abeer Dhar,68.0,Delhi,42911.0
,20.0,Mumbai,87951.0
Falan Prasad,69.0,,
Gunbir Sawhney,20.0,Delhi,
Abhimanyu Lad,68.0,,
Kashish Mohanty,36.0,Mumbai,23552.0
Isaac Zacharia,22.0,,
Yatan Wadhwa,50.0,,76663.0
Widisha Das,22.0,,
Samuel Suri,61.0,,
Ishani Hayre,59.0,,66741.0
Yutika Sangha,,Delhi,69110.0
,26.0,Delhi,44291.0
Daniel Varughese,35.0,,54675.0
Sathvik Balasubramanian,29.0,,40842.0
Charvi Chahal,41.0,,98613.0
,26.0,Delhi,22459.0
Zashil Sekhon,21.0,,23190.0
Wishi Nayar,34.0,,71666.0
,,Delhi,23847.0
Advay Mohan,34.0,,23157.0
Finn Sahota,38.0,Mumbai,
Guneet Saxena,46.0,,35820.0
Chaman Sekhon,47.0,,78243.0
Sanaya Khosla,,,83908.0
Libni Saran,66.0,Delhi,75703.0
Sara Seshadri,65.0,,61870.0
Fiyaz Kaur,20.0,,
Osha Shah,54.0,,86075.0
Dakshesh Madan,61.0,Mumbai,96940.0
Rachana Ratti,38.0,Delhi,77314.0
Pratyush Basu,,,37403.0
Chandresh Gade,59.0,Mumbai,
,52.0,Delhi,
Xiti Malhotra,34.0,Delhi,91750.0
Aarini Dua,,Delhi,
Ryan Kade,42.0,Delhi,
Zansi Gola,47.0,Mumbai,99926.0
Chameli Ram,69.0,Delhi,35382.0
Bhavani Gopal,39.0,Mumbai,
Priya Natarajan,50.0,Delhi,
Oliver Char,60.0,,77993.0
,23.0,,
Leela Pandya,60.0,Mumbai,
Tara Shere,24.0,Mumbai,90841.0
,36.0,,68303.0
Gunbir Magar,25.0,,
Kiaan Jayaraman,52.0,Delhi,69983.0
,,Mumbai,98896.0
,62.0,Mumbai,92777.0
Sudiksha Mohan,56.0,,47491.0
Patrick Ravi,36.0,Mumbai,
Kashish Kota,24.0,,95235.0
Yashica Lall,35.0,,
Bachittar Mann,63.0,,24490.0
Frado Dhingra,19.0,Delhi,46202.0
Kashish Swamy,60.0,,
Neelima Ram,68.0,Mumbai,48838.0
Ayushman Solanki,,,69815.0
Urvi Kale,31.0,Delhi,24519.0
Eshana Naidu,40.0,Delhi,
Maya Morar,31.0,Mumbai,
Yamini Dewan,,Delhi,
Barkha Gandhi,48.0,Delhi,80338.0
Ria Ravi,27.0,Delhi,78025.0
,67.0,Mumbai,42715.0
Fiyaz Kothari,51.0,Mumbai,
Om De,57.0,Mumbai,38200.0
Chakradhar Nori,49.0,Delhi,
Vrinda De,61.0,,83595.0
,46.0,Mumbai,24145.0
,47.0,Delhi,35612.0
Aachal Vora,64.0,,
Indrajit Tata,60.0,,83233.0
Udyati Jain,46.0,Mumbai,
Dalbir Tata,41.0,,28175.0
Yash Subramanian,63.0,,72754.0
